,brand,model,price_in_pln,mileage,gearbox,engine_capacity,fuel_type,city,voivodeship,year
52427,peugeot,Peugeot 106,6500.0,422 000 km,manual,1 998 cm3,Benzyna+LPG,Rzeszów,Podkarpackie,1997
52428,peugeot,Peugeot 206 1.1 XR Presence,5100.0,422 000 km,manual,1 998 cm3,Benzyna+LPG,Kraków,Małopolskie,1997
52429,peugeot,Peugeot 206,3500.0,220 000 km,manual,1 360 cm3,Benzyna,Warszawa,Mazowieckie,1998
52430,peugeot,Peugeot 306 1.6 XN,2800.0,220 000 km,manual,1 360 cm3,Benzyna,Kielce,Świętokrzyskie,1998
52431,peugeot,Peugeot 406 2.0 ST,3900.0,181 887 km,manual,1 360 cm3,Benzyna,Wrocław,Dolnośląskie,1997
52432,peugeot,Peugeot 306 1.4 XN,9500.0,181 887 km,manual,1 360 cm3,Benzyna,Chyliczki,Mazowieckie,1997
52433,peugeot,Peugeot 206 1.4 Mistral,5900.0,170 000 km,manual,2 963 cm3,Benzyna,Zduńska Wola,Łódzkie,1996
52434,peugeot,Peugeot 406 2.0 ST,6900.0,170 000 km,manual,2 963 cm3,Benzyna,Zielonki Parcela,Mazowieckie,1996
52435,peugeot,Peugeot 306,1750.0,219 333 km,manual,1 998 cm3,Benzyna+LPG,Bielsko-Biała,Śląskie,1999
52436,peugeot,Peugeot 106 1.0 Sketch,3650.0,219 333 km,manual,1 998 cm3,Benzyna+LPG,Nysa,Opolskie,1999
52437,peugeot,Peugeot 106,3000.0,253 000 km,manual,2 445 cm3,Diesel,Gdynia,Pomorskie,1995
52438,peugeot,Peugeot 406 3.0,28500.0,253 000 km,manual,2 445 cm3,Diesel,Radomsko,Łódzkie,1995
52439,peugeot,Peugeot 406,4900.0,254 805 km,manual,1 905 cm3,Diesel,Czechowice-Dziedzice,Śląskie,1998
52440,peugeot,Peugeot 406,4200.0,254 805 km,manual,1 905 cm3,Diesel,Warszawa,Mazowieckie,1998
52441,peugeot,Peugeot 206 1.1 X-Line,3199.0,544 000 km,manual,1 997 cm3,Benzyna+LPG,Białystok,Podlaskie,1999
52442,peugeot,Peugeot Boxer,5699.0,544 000 km,manual,1 997 cm3,Benzyna+LPG,Białystok,Podlaskie,1999
52443,peugeot,Peugeot 306 1.4 XN,6000.0,212 112 km,manual,1 124 cm3,Benzyna,Kowale,Pomorskie,1999
52444,peugeot,Peugeot 206 1.1 Color-Line,2450.0,212 112 km,manual,1 124 cm3,Benzyna,Bydgoszcz,Kujawsko-pomorskie,1999
52445,peugeot,Peugeot 306,4900.0,213 123 km,manual,2 500 cm3,Diesel,Gostyń,Wielkopolskie,1999
52446,peugeot,Peugeot 205,6900.0,213 123 km,manual,2 500 cm3,Diesel,Wojcieszów,Dolnośląskie,1999
52447,peugeot,Peugeot 106 1.4 Sport,8900.0,175 000 km,manual,1 361 cm3,Benzyna,Radziechowy,Śląskie,1999
52448,peugeot,Peugeot 806,3900.0,175 000 km,manual,1 361 cm3,Benzyna,Ożarów Mazowiecki,Mazowieckie,1999
52449,peugeot,Peugeot 206 1.4 Mistral,4499.0,232 872 km,manual,1 124 cm3,Benzyna,Tarnów,Małopolskie,1999
52450,peugeot,Peugeot 306 1.4 XN,1900.0,232 872 km,manual,1 124 cm3,Benzyna,Warszawa,Mazowieckie,1999
52451,peugeot,Peugeot 605 3.0 SV,24900.0,177 653 km,manual,1 587 cm3,Benzyna,Leżajsk,Podkarpackie,1996
52452,peugeot,Peugeot 406 2.0 ST,3600.0,177 653 km,manual,1 587 cm3,Benzyna,Łódź,Łódzkie,1996
52453,peugeot,Peugeot 605 2.5 SVDT,12900.0,166 200 km,manual,1 124 cm3,Benzyna,Nowy Sącz,Małopolskie,1996
52454,peugeot,Peugeot 106 1.1 Classic,3900.0,166 200 km,manual,1 124 cm3,Benzyna,Warszawa,Mazowieckie,1996
52455,peugeot,Peugeot 407,4999.0,149 623 km,manual,1 361 cm3,Benzyna,Komorniki,Wielkopolskie,1999
52456,peugeot,Peugeot 206 1.1 Color-Line,4990.0,149 623 km,manual,1 361 cm3,Benzyna,Rzuchów,Śląskie,1999
52457,peugeot,Peugeot 106,6500.0,422 000 km,manual,1 998 cm3,Benzyna+LPG,Rzeszów,Podkarpackie,1997
52458,peugeot,Peugeot 206 1.1 XR Presence,5100.0,422 000 km,manual,1 998 cm3,Benzyna+LPG,Kraków,Małopolskie,1997
52459,peugeot,Peugeot 206,3500.0,220 000 km,manual,1 360 cm3,Benzyna,Warszawa,Mazowieckie,1998
